Episode,Avg_Waiting_Time,Avg_Queue_Length,Throughput,Total_Violations,Phase_Violations,Duration_Violations,Env_Violations
481,243.17,41.2,35.2278,0,0,0,116
482,357.11,24.0,39.3833,0,0,0,0
483,357.11,24.0,39.3833,0,0,0,0
484,268.17,37.33,35.2333,0,0,0,0
485,353.19,37.33,26.4167,0,0,0,16
486,357.11,24.0,39.3833,0,0,0,0
487,262.84,37.33,35.7111,0,0,0,36
488,256.04,37.33,36.4167,0,0,0,82
489,357.11,24.0,39.3833,0,0,0,0
490,310.95,37.33,30.8222,0,0,0,3
491,346.76,37.33,27.0833,0,0,0,0
492,357.11,24.0,39.3833,0,0,0,0
493,357.11,24.0,39.3833,0,0,0,0
494,357.11,24.0,39.3833,0,0,0,0
495,266.03,37.33,35.4556,0,0,0,0
496,244.52,37.33,37.7111,0,0,0,2
497,357.11,24.0,39.3833,0,0,0,0
498,357.11,24.0,39.3833,0,0,0,0
499,357.11,24.0,39.3833,0,0,0,0
